Match ID,Fighter_total,odds_total,ev_total,date_total,location_total,country_total,winner_total,weight_class_total,gender_total,no_of_rounds_total,total_draw,total_losses,total_win_by_KO/TKO,total_win_by_submission,total_win_by_TKO_Doctor_stoppage,total_wins,total_stance,total_height,total_reach,total_weight,total_age,finish
3376,Ricky Simon,105,105,8/4/2018,"Los Angeles, California, USA", USA,1,Bantamweight,MALE,3,0,0,1,0,0,1,Orthodox,167.64,175.26,135,25,U-DEC
3377,Ricardo Ramos,-275,36.36363636,8/4/2018,"Los Angeles, California, USA", USA,1,Bantamweight,MALE,3,0,0,1,0,0,2,Orthodox,175.26,182.88,135,23,S-DEC
3378,Matt Sayles,-140,71.42857143,8/4/2018,"Los Angeles, California, USA", USA,0,Featherweight,MALE,3,0,0,0,0,0,0,Orthodox,170.18,172.72,145,24,U-DEC
3379,Alex Perez,-120,83.33333333,8/4/2018,"Los Angeles, California, USA", USA,1,Flyweight,MALE,3,0,0,0,1,0,2,Orthodox,167.64,165.1,135,26,KO/TKO
3380,Danielle Taylor,260,260,8/4/2018,"Los Angeles, California, USA", USA,0,Women's Strawweight,FEMALE,3,0,2,0,0,0,2,Orthodox,152.4,152.4,115,28,U-DEC
3381,Marlon Vera,-470,21.27659574,8/4/2018,"Los Angeles, California, USA", USA,1,Bantamweight,MALE,3,0,4,1,2,0,4,Switch,172.72,177.8,135,25,KO/TKO
3382,Justin Gaethje,120,120,8/25/2018,"Lincoln, Nebraska, USA", USA,1,Lightweight,MALE,5,0,2,1,0,0,1,Orthodox,180.34,177.8,155,29,KO/TKO
3383,Michael Johnson,100,100,8/25/2018,"Lincoln, Nebraska, USA", USA,1,Featherweight,MALE,3,0,9,4,0,0,9,Southpaw,177.8,185.42,145,32,S-DEC
3384,Cortney Casey,115,115,8/25/2018,"Lincoln, Nebraska, USA", USA,1,Women's Strawweight,FEMALE,3,0,5,1,1,0,3,Orthodox,170.18,170.18,115,31,S-DEC
3385,Jake Ellenberger,335,335,8/25/2018,"Lincoln, Nebraska, USA", USA,0,Welterweight,MALE,3,0,10,5,1,1,10,Orthodox,175.26,180.34,170,33,KO/TKO
3386,John Moraga,150,150,8/25/2018,"Lincoln, Nebraska, USA", USA,0,Flyweight,MALE,3,0,5,2,3,0,8,Orthodox,167.64,167.64,125,34,KO/TKO
3387,Eryk Anders,-1200,8.333333333,8/25/2018,"Lincoln, Nebraska, USA", USA,1,Middleweight,MALE,3,0,1,1,0,0,2,Southpaw,185.42,190.5,185,31,KO/TKO
3388,James Krause,270,270,8/25/2018,"Lincoln, Nebraska, USA", USA,1,Welterweight,MALE,3,0,3,1,2,0,6,Orthodox,187.96,185.42,170,32,KO/TKO
3389,Cory Sandhagen,-200,50,8/25/2018,"Lincoln, Nebraska, USA", USA,1,Bantamweight,MALE,3,0,0,1,0,0,1,Switch,180.34,177.8,135,26,KO/TKO
3390,Andrew Sanchez,-140,71.42857143,8/25/2018,"Lincoln, Nebraska, USA", USA,1,Middleweight,MALE,3,0,2,0,0,0,2,Orthodox,185.42,187.96,185,30,U-DEC
3391,Mickey Gall,-325,30.76923077,8/25/2018,"Lincoln, Nebraska, USA", USA,1,Welterweight,MALE,3,0,1,0,3,0,3,Switch,187.96,187.96,170,26,SUB
3392,Joanne Calderwood,-185,54.05405405,8/25/2018,"Lincoln, Nebraska, USA", USA,1,Women's Flyweight,FEMALE,3,0,3,1,0,0,3,Orthodox,167.64,165.1,125,32,SUB
3393,Drew Dober,-240,41.66666667,8/25/2018,"Lincoln, Nebraska, USA", USA,1,Lightweight,MALE,3,0,5,2,1,0,5,Southpaw,172.72,177.8,155,29,U-DEC
3394,Rani Yahya,-105,95.23809524,8/25/2018,"Lincoln, Nebraska, USA", USA,1,Bantamweight,MALE,3,0,4,0,5,0,10,Orthodox,167.64,170.18,135,33,SUB
3395,Tyron Woodley,-105,95.23809524,9/8/2018,"Dallas, Texas, USA", USA,1,Welterweight,MALE,5,0,3,5,0,0,8,Orthodox,175.26,187.96,170,36,SUB
3396,Jessica Andrade,-450,22.22222222,9/8/2018,"Dallas, Texas, USA", USA,1,Women's Strawweight,FEMALE,3,0,4,1,2,0,9,Orthodox,154.94,157.48,115,26,KO/TKO
3397,Zabit Magomedsharipov,-1375,7.272727273,9/8/2018,"Dallas, Texas, USA", USA,1,Featherweight,MALE,3,0,0,0,2,0,3,Orthodox,185.42,185.42,145,27,SUB
3398,Jimmie Rivera,-150,66.66666667,9/8/2018,"Dallas, Texas, USA", USA,1,Bantamweight,MALE,3,0,1,1,0,0,5,Orthodox,162.56,172.72,135,29,U-DEC
3399,Abdul Razak Alhassan,-110,90.90909091,9/8/2018,"Dallas, Texas, USA", USA,1,Welterweight,MALE,3,0,1,3,0,0,3,Orthodox,177.8,185.42,170,33,KO/TKO
3400,Carla Esparza,335,335,9/8/2018,"Dallas, Texas, USA", USA,0,Women's Strawweight,FEMALE,3,0,3,0,1,0,3,Orthodox,154.94,160.02,115,30,KO/TKO
3401,Aljamain Sterling,-170,58.82352941,9/8/2018,"Dallas, Texas, USA", USA,1,Bantamweight,MALE,3,0,3,1,2,0,7,Orthodox,170.18,180.34,135,29,SUB
3402,Geoff Neal,-210,47.61904762,9/8/2018,"Dallas, Texas, USA", USA,1,Welterweight,MALE,3,0,0,0,1,0,1,Southpaw,180.34,190.5,170,28,KO/TKO
3403,Charles Byrd,-170,58.82352941,9/8/2018,"Dallas, Texas, USA", USA,0,Middleweight,MALE,3,0,0,0,1,0,1,Orthodox,177.8,185.42,185,34,KO/TKO
3404,Diego Sanchez,175,175,9/8/2018,"Dallas, Texas, USA", USA,1,Welterweight,MALE,3,0,11,5,0,0,16,Southpaw,177.8,182.88,170,36,U-DEC
3405,Jim Miller,155,155,9/8/2018,"Dallas, Texas, USA", USA,1,Lightweight,MALE,3,0,12,3,6,0,17,Southpaw,172.72,180.34,155,35,SUB
3406,Irene Aldana,-110,90.90909091,9/8/2018,"Dallas, Texas, USA", USA,1,Women's Bantamweight,FEMALE,3,0,2,0,0,0,1,Orthodox,175.26,172.72,135,30,S-DEC
3407,Roberto Sanchez,175,175,9/8/2018,"Dallas, Texas, USA", USA,0,Flyweight,MALE,3,0,1,0,1,0,1,Orthodox,167.64,167.64,125,32,
3408,Mark Hunt,-120,83.33333333,9/15/2018,"Moscow, Moscow, Russia", Russia,0,Heavyweight,MALE,5,0,8,7,0,0,8,Orthodox,177.8,182.88,265,44,SUB
3409,Jan Blachowicz,125,125,9/15/2018,"Moscow, Moscow, Russia", Russia,1,Light Heavyweight,MALE,3,0,4,1,1,0,5,Orthodox,187.96,198.12,205,35,SUB
3410,Andrei Arlovski,120,120,9/15/2018,"Moscow, Moscow, Russia", Russia,0,Heavyweight,MALE,3,0,10,9,2,0,16,Orthodox,190.5,195.58,240,39,U-DEC
3411,Aleksei Kunchenko,-440,22.72727273,9/15/2018,"Moscow, Moscow, Russia", Russia,1,Welterweight,MALE,3,0,0,0,0,0,0,Orthodox,172.72,177.8,170,34,U-DEC
3412,Khalid Murtazaliev,-165,60.60606061,9/15/2018,"Moscow, Moscow, Russia", Russia,1,Middleweight,MALE,3,0,0,0,0,0,0,Orthodox,182.88,193.04,185,25,KO/TKO
3413,Petr Yan,-1200,8.333333333,9/15/2018,"Moscow, Moscow, Russia", Russia,1,Bantamweight,MALE,3,0,0,1,0,0,1,Switch,170.18,170.18,135,25,U-DEC
3414,Rustam Khabilov,-840,11.9047619,9/15/2018,"Moscow, Moscow, Russia", Russia,1,Lightweight,MALE,3,0,2,1,0,1,8,Orthodox,172.72,185.42,155,31,S-DEC
3415,Mairbek Taisumov,-600,16.66666667,9/15/2018,"Moscow, Moscow, Russia", Russia,1,Lightweight,MALE,3,0,1,5,0,0,6,Orthodox,175.26,185.42,155,30,U-DEC
3416,Magomed Ankalaev,-560,17.85714286,9/15/2018,"Moscow, Moscow, Russia", Russia,1,Light Heavyweight,MALE,3,0,1,0,0,0,0,Orthodox,190.5,190.5,205,26,KO/TKO
3417,Adam Yandiev,240,240,9/15/2018,"Moscow, Moscow, Russia", Russia,0,Middleweight,MALE,3,0,0,0,0,0,0,Orthodox,175.26,187.96,185,30,SUB
3418,Ramazan Emeev,-680,14.70588235,9/15/2018,"Moscow, Moscow, Russia", Russia,1,Welterweight,MALE,3,0,0,0,0,0,2,Southpaw,177.8,193.04,170,31,U-DEC
3419,Merab Dvalishvili,-550,18.18181818,9/15/2018,"Moscow, Moscow, Russia", Russia,1,Bantamweight,MALE,3,0,2,0,0,0,0,Orthodox,167.64,172.72,135,27,U-DEC
3420,Thiago Santos,-200,50,9/22/2018,"Sao Paulo, Sao Paulo, Brazil", Brazil,1,Light Heavyweight,MALE,5,0,5,8,0,0,10,Orthodox,187.96,193.04,205,34,KO/TKO
3421,Alex Oliveira,-500,20,9/22/2018,"Sao Paulo, Sao Paulo, Brazil", Brazil,1,Welterweight,MALE,3,0,4,3,3,0,8,Orthodox,180.34,193.04,170,30,
3422,Sam Alvey,-350,28.57142857,9/22/2018,"Sao Paulo, Sao Paulo, Brazil", Brazil,0,Light Heavyweight,MALE,3,0,5,5,1,0,10,Southpaw,187.96,190.5,205,32,KO/TKO
3423,Renan Barao,-200,50,9/22/2018,"Sao Paulo, Sao Paulo, Brazil", Brazil,0,Bantamweight,MALE,3,0,5,2,3,0,9,Orthodox,167.64,177.8,135,31,S-DEC
3424,Charles Oliveira,-470,21.27659574,9/22/2018,"Sao Paulo, Sao Paulo, Brazil", Brazil,1,Lightweight,MALE,3,0,9,0,10,0,11,Orthodox,177.8,187.96,155,28,SUB
3425,Francisco Trinaldo,-165,60.60606061,9/22/2018,"Sao Paulo, Sao Paulo, Brazil", Brazil,1,Lightweight,MALE,3,0,5,2,2,1,12,Southpaw,175.26,177.8,155,40,KO/TKO
3426,Luis Henrique,-105,95.23809524,9/22/2018,"Sao Paulo, Sao Paulo, Brazil", Brazil,0,Light Heavyweight,MALE,3,0,3,0,2,0,2,Orthodox,187.96,187.96,243,25,U-DEC
3427,Augusto Sakai,-230,43.47826087,9/22/2018,"Sao Paulo, Sao Paulo, Brazil", Brazil,1,Heavyweight,MALE,3,0,0,0,0,0,0,Orthodox,190.5,195.58,265,27,KO/TKO
3428,Sergio Moraes,-275,36.36363636,9/22/2018,"Sao Paulo, Sao Paulo, Brazil", Brazil,1,Welterweight,MALE,3,0,3,1,2,0,7,Orthodox,182.88,182.88,170,36,SUB
3429,Mayra Bueno Silva,120,120,9/22/2018,"Sao Paulo, Sao Paulo, Brazil", Brazil,1,Women's Flyweight,FEMALE,3,0,0,0,0,0,0,Orthodox,167.64,169,135,27,SUB
3430,Thales Leites,-160,62.5,9/22/2018,"Sao Paulo, Sao Paulo, Brazil", Brazil,1,Middleweight,MALE,3,0,8,2,5,0,12,Orthodox,185.42,198.12,185,37,U-DEC
3431,Elizeu Zaleski dos Santos,-1000,10,9/22/2018,"Sao Paulo, Sao Paulo, Brazil", Brazil,1,Welterweight,MALE,3,0,1,2,0,0,5,Orthodox,180.34,185.42,170,31,KO/TKO
3432,Livinha Souza,-1500,6.666666667,9/22/2018,"Sao Paulo, Sao Paulo, Brazil", Brazil,1,Women's Strawweight,FEMALE,3,0,0,0,0,0,0,Orthodox,165.1,160.02,115,27,SUB
3433,Khabib Nurmagomedov,-190,52.63157895,10/6/2018,"Las Vegas, Nevada, USA", USA,1,Lightweight,MALE,5,0,0,2,2,0,10,Orthodox,177.8,177.8,155,30,SUB
3434,Tony Ferguson,-355,28.16901408,10/6/2018,"Las Vegas, Nevada, USA", USA,1,Lightweight,MALE,3,0,1,2,6,1,13,Orthodox,180.34,193.04,155,34,KO/TKO
3435,Ovince Saint Preux,190,190,10/6/2018,"Las Vegas, Nevada, USA", USA,0,Light Heavyweight,MALE,3,0,6,5,4,0,11,Southpaw,190.5,203.2,205,35,U-DEC
3436,Derrick Lewis,135,135,10/6/2018,"Las Vegas, Nevada, USA", USA,1,Heavyweight,MALE,3,0,3,9,0,0,11,Orthodox,190.5,200.66,260,33,KO/TKO
3437,Michelle Waterson,115,115,10/6/2018,"Las Vegas, Nevada, USA", USA,1,Women's Strawweight,FEMALE,3,0,2,0,2,0,3,Orthodox,160.02,157.48,115,32,U-DEC
3438,Sergio Pettis,-190,52.63157895,10/6/2018,"Las Vegas, Nevada, USA", USA,0,Flyweight,MALE,3,0,3,0,0,0,8,Orthodox,167.64,175.26,135,25,U-DEC
3439,Vicente Luque,-700,14.28571429,10/6/2018,"Las Vegas, Nevada, USA", USA,1,Welterweight,MALE,3,0,2,3,3,0,6,Orthodox,180.34,190.5,170,26,KO/TKO
3440,Aspen Ladd,-185,54.05405405,10/6/2018,"Las Vegas, Nevada, USA", USA,1,Women's Bantamweight,FEMALE,3,0,0,1,0,0,1,Orthodox,167.64,167.64,135,23,KO/TKO
3441,Scott Holtzman,260,260,10/6/2018,"Las Vegas, Nevada, USA", USA,1,Lightweight,MALE,3,0,2,0,1,0,4,Orthodox,175.26,175.26,155,35,KO/TKO
3442,Lina Lansberg,205,205,10/6/2018,"Las Vegas, Nevada, USA", USA,0,Women's Bantamweight,FEMALE,3,0,2,0,0,0,2,Orthodox,170.18,165.1,135,36,U-DEC
3443,Gray Maynard,190,190,10/6/2018,"Las Vegas, Nevada, USA", USA,0,Lightweight,MALE,3,0,8,1,0,0,11,Orthodox,175.26,177.8,155,39,KO/TKO
3444,Ryan LaFlare,-125,80,10/6/2018,"Las Vegas, Nevada, USA", USA,0,Welterweight,MALE,3,0,2,0,0,0,7,Southpaw,185.42,187.96,170,35,KO/TKO
3445,Volkan Oezdemir,-160,62.5,10/27/2018,"Moncton, New Brunswick, Canada", Canada,0,Light Heavyweight,MALE,5,0,1,2,0,0,3,Orthodox,187.96,190.5,205,29,SUB
3446,Michael Johnson,-700,14.28571429,10/27/2018,"Moncton, New Brunswick, Canada", Canada,1,Featherweight,MALE,3,0,9,4,0,0,10,Southpaw,177.8,185.42,145,32,U-DEC
3447,Misha Cirkunov,-345,28.98550725,10/27/2018,"Moncton, New Brunswick, Canada", Canada,1,Light Heavyweight,MALE,3,0,2,1,3,0,4,Orthodox,190.5,195.58,205,31,SUB
3448,Andre Soukhamthath,-140,71.42857143,10/27/2018,"Moncton, New Brunswick, Canada", Canada,1,Bantamweight,MALE,3,0,3,1,0,0,1,Orthodox,175.26,177.8,135,30,U-DEC
3449,Gian Villante,-235,42.55319149,10/27/2018,"Moncton, New Brunswick, Canada", Canada,1,Light Heavyweight,MALE,3,0,7,4,0,0,6,Orthodox,190.5,193.04,205,33,S-DEC
3450,Alex Garcia,-245,40.81632653,10/27/2018,"Moncton, New Brunswick, Canada", Canada,0,Welterweight,MALE,3,0,4,2,1,0,5,Orthodox,175.26,182.88,170,31,U-DEC
3451,Nordine Taleb,-120,83.33333333,10/27/2018,"Moncton, New Brunswick, Canada", Canada,0,Welterweight,MALE,3,0,3,2,0,0,6,Orthodox,185.42,187.96,170,37,KO/TKO
3452,Thibault Gouti,600,600,10/27/2018,"Moncton, New Brunswick, Canada", Canada,0,Lightweight,MALE,3,0,4,1,0,0,1,Orthodox,177.8,182.88,155,31,U-DEC
3453,Calvin Kattar,-200,50,10/27/2018,"Moncton, New Brunswick, Canada", Canada,1,Featherweight,MALE,3,0,1,1,0,0,2,Orthodox,180.34,182.88,145,30,KO/TKO
3454,Sarah Moras,-170,58.82352941,10/27/2018,"Moncton, New Brunswick, Canada", Canada,0,Women's Bantamweight,FEMALE,3,0,2,0,1,0,2,Orthodox,170.18,170.18,135,30,U-DEC
3455,Te Edwards,-450,22.22222222,10/27/2018,"Moncton, New Brunswick, Canada", Canada,0,Lightweight,MALE,3,0,0,0,0,0,0,Orthodox,172.72,182.88,155,28,KO/TKO
3456,Arjan Bhullar,-160,62.5,10/27/2018,"Moncton, New Brunswick, Canada", Canada,1,Heavyweight,MALE,3,0,1,0,0,0,1,Orthodox,185.42,190.5,245,32,U-DEC
3457,Stevie Ray,-160,62.5,10/27/2018,"Moncton, New Brunswick, Canada", Canada,1,Lightweight,MALE,3,0,3,2,0,0,5,Southpaw,177.8,177.8,155,28,U-DEC
3458,Daniel Cormier,-380,26.31578947,11/3/2018,"New York City, New York, USA", USA,1,Heavyweight,MALE,5,0,2,3,3,0,10,Orthodox,180.34,182.88,235,39,SUB
3459,Chris Weidman,-160,62.5,11/3/2018,"New York City, New York, USA", USA,0,Middleweight,MALE,3,0,3,4,3,0,10,Orthodox,187.96,198.12,185,34,KO/TKO
3460,David Branch,-325,30.76923077,11/3/2018,"New York City, New York, USA", USA,0,Middleweight,MALE,3,0,3,1,0,0,4,Orthodox,185.42,198.12,185,37,KO/TKO
3461,Karl Roberson,-325,30.76923077,11/3/2018,"New York City, New York, USA", USA,1,Middleweight,MALE,3,0,1,0,1,0,1,Southpaw,185.42,187.96,205,28,U-DEC
3462,Derek Brunson,245,245,11/3/2018,"New York City, New York, USA", USA,0,Middleweight,MALE,3,0,4,6,1,0,9,Southpaw,185.42,195.58,185,34,KO/TKO
3463,Jason Knight,-300,33.33333333,11/3/2018,"New York City, New York, USA", USA,0,Featherweight,MALE,3,0,4,1,1,0,4,Orthodox,177.8,180.34,145,26,U-DEC
3464,Sijara Eubanks,-600,16.66666667,11/3/2018,"New York City, New York, USA", USA,1,Women's Flyweight,FEMALE,3,0,0,0,0,0,1,Orthodox,162.56,170.18,135,33,U-DEC
3465,Julio Arce,-255,39.21568627,11/3/2018,"New York City, New York, USA", USA,0,Featherweight,MALE,3,0,0,0,1,0,2,Southpaw,170.18,177.8,145,29,S-DEC
3466,Lyman Good,-630,15.87301587,11/3/2018,"New York City, New York, USA", USA,1,Welterweight,MALE,3,0,1,1,0,0,1,Orthodox,182.88,187.96,170,33,KO/TKO
3467,Shane Burgos,-400,25,11/3/2018,"New York City, New York, USA", USA,1,Featherweight,MALE,3,0,1,1,0,0,3,Orthodox,180.34,190.5,145,27,SUB
3468,Adam Wieczorek,-170,58.82352941,11/3/2018,"New York City, New York, USA", USA,0,Heavyweight,MALE,3,0,0,0,1,0,2,Orthodox,195.58,205.74,250,26,U-DEC
3469,Chan Sung Jung,110,110,11/10/2018,"Denver, Colorado, USA", USA,0,Featherweight,MALE,5,0,1,2,2,0,4,Orthodox,170.18,182.88,145,31,KO/TKO
3470,Donald Cerrone,170,170,11/10/2018,"Denver, Colorado, USA", USA,1,Welterweight,MALE,3,0,8,9,5,0,20,Orthodox,185.42,185.42,155,35,SUB
3471,Raquel Pennington,180,180,11/10/2018,"Denver, Colorado, USA", USA,0,Women's Bantamweight,FEMALE,3,0,3,0,2,0,6,Orthodox,170.18,170.18,135,30,U-DEC
3472,Beneil Dariush,-160,62.5,11/10/2018,"Denver, Colorado, USA", USA,1,Lightweight,MALE,3,0,5,1,3,0,8,Southpaw,177.8,182.88,155,29,U-DEC
3473,Maycee Barber,-470,21.27659574,11/10/2018,"Denver, Colorado, USA", USA,1,Women's Strawweight,FEMALE,3,0,0,0,0,0,0,Switch,165.1,165.1,125,20,KO/TKO
3474,Michael Trizano,145,145,11/10/2018,"Denver, Colorado, USA", USA,1,Lightweight,MALE,3,0,0,0,0,0,1,Orthodox,180.34,180.34,155,26,S-DEC
3475,Ashley Yoder,-140,71.42857143,11/10/2018,"Denver, Colorado, USA", USA,1,Women's Strawweight,FEMALE,3,0,3,0,0,0,0,Southpaw,170.18,175.26,115,31,S-DEC
3476,Chas Skelly,100,100,11/10/2018,"Denver, Colorado, USA", USA,0,Featherweight,MALE,3,0,3,1,4,0,6,Orthodox,180.34,182.88,145,33,Overturned
3477,Davi Ramos,-1000,10,11/10/2018,"Denver, Colorado, USA", USA,1,Lightweight,MALE,3,0,1,0,2,0,2,Orthodox,167.64,177.8,155,32,SUB
3478,Devonte Smith,-230,43.47826087,11/10/2018,"Denver, Colorado, USA", USA,1,Lightweight,MALE,3,0,0,0,0,0,0,Orthodox,175.26,193.04,155,25,KO/TKO
3479,Joseph Morales,125,125,11/10/2018,"Denver, Colorado, USA", USA,0,Flyweight,MALE,3,0,1,0,1,0,1,Switch,167.64,175.26,125,24,S-DEC
3480,Mark De La Rosa,-230,43.47826087,11/10/2018,"Denver, Colorado, USA", USA,1,Bantamweight,MALE,3,0,1,0,1,0,1,Orthodox,167.64,165.1,135,24,S-DEC
3481,Neil Magny,175,175,11/17/2018,"Buenos Aires, Buenos Aires, Argentina", Argentina,0,Welterweight,MALE,5,0,5,5,1,0,14,Orthodox,190.5,203.2,170,31,KO/TKO
3482,Ricardo Lamas,-175,57.14285714,11/17/2018,"Buenos Aires, Buenos Aires, Argentina", Argentina,1,Featherweight,MALE,3,0,5,3,3,0,9,Orthodox,172.72,180.34,145,36,KO/TKO
3483,Khalil Rountree Jr.,-155,64.51612903,11/17/2018,"Buenos Aires, Buenos Aires, Argentina", Argentina,0,Light Heavyweight,MALE,3,0,3,3,0,0,3,Southpaw,185.42,193.04,205,28,KO/TKO
3484,Cezar Ferreira,-185,54.05405405,11/17/2018,"Buenos Aires, Buenos Aires, Argentina", Argentina,0,Middleweight,MALE,3,0,4,0,3,0,9,Southpaw,185.42,198.12,185,33,U-DEC
3485,Guido Cannetti,260,260,11/17/2018,"Buenos Aires, Buenos Aires, Argentina", Argentina,0,Bantamweight,MALE,3,0,2,0,0,0,2,Southpaw,167.64,172.72,135,38,SUB
3486,Cynthia Calvillo,150,150,11/17/2018,"Buenos Aires, Buenos Aires, Argentina", Argentina,1,Women's Strawweight,FEMALE,3,0,1,0,2,0,3,Orthodox,162.56,162.56,115,31,SUB
3487,Michel Prazeres,-145,68.96551724,11/17/2018,"Buenos Aires, Buenos Aires, Argentina", Argentina,1,Welterweight,MALE,3,0,2,0,2,0,9,Orthodox,167.64,170.18,170,37,SUB
3488,Alexandre Pantoja,-320,31.25,11/17/2018,"Buenos Aires, Buenos Aires, Argentina", Argentina,1,Flyweight,MALE,3,0,1,0,1,0,3,Orthodox,165.1,170.18,125,28,
3489,Humberto Bandenay,-235,42.55319149,11/17/2018,"Buenos Aires, Buenos Aires, Argentina", Argentina,0,Featherweight,MALE,3,0,1,1,0,0,1,Southpaw,180.34,181.61,145,24,U-DEC
3490,Laureano Staropoli,100,100,11/17/2018,"Buenos Aires, Buenos Aires, Argentina", Argentina,1,Welterweight,MALE,3,0,0,0,0,0,0,Orthodox,185.42,180.34,170,25,U-DEC
3491,Devin Powell,200,200,11/17/2018,"Buenos Aires, Buenos Aires, Argentina", Argentina,0,Lightweight,MALE,3,0,2,1,0,0,1,Orthodox,182.88,185.42,155,30,U-DEC
3492,Nad Narimani,-420,23.80952381,11/17/2018,"Buenos Aires, Buenos Aires, Argentina", Argentina,1,Featherweight,MALE,3,0,0,0,0,0,1,Orthodox,172.72,177.8,145,31,U-DEC
3493,Curtis Blaydes,-240,41.66666667,11/24/2018,"Beijing, China", China,0,Heavyweight,MALE,5,0,2,2,0,1,5,Orthodox,193.04,203.2,265,27,KO/TKO
3494,Alistair Overeem,115,115,11/24/2018,"Beijing, China", China,1,Heavyweight,MALE,3,0,6,5,0,0,8,Orthodox,193.04,203.2,265,38,KO/TKO
3495,Song Yadong,-550,18.18181818,11/24/2018,"Beijing, China", China,1,Bantamweight,MALE,3,0,0,1,1,0,2,Orthodox,172.72,170.18,135,20,U-DEC
3496,Li Jingliang,-220,45.45454545,11/24/2018,"Beijing, China", China,1,Welterweight,MALE,3,0,3,4,0,0,6,Orthodox,182.88,180.34,170,30,
3497,Song Kenan,-140,71.42857143,11/24/2018,"Beijing, China", China,0,Welterweight,MALE,3,0,0,2,0,0,2,Orthodox,182.88,180.34,170,28,
3498,Wu Yanan,290,290,11/24/2018,"Beijing, China", China,1,Women's Flyweight,FEMALE,3,0,1,0,0,0,0,Orthodox,172.72,167.64,125,22,
3499,Hu Yaozong,-125,80,11/24/2018,"Beijing, China", China,0,Light Heavyweight,MALE,3,0,1,0,0,0,0,Orthodox,190.5,182.88,205,23,U-DEC
3500,Weili Zhang,-550,18.18181818,11/24/2018,"Beijing, China", China,1,Women's Strawweight,FEMALE,3,0,0,0,0,0,1,Switch,162.56,160.02,115,29,SUB
3501,Liu Pingyuan,-170,58.82352941,11/24/2018,"Beijing, China", China,1,Bantamweight,MALE,3,0,0,0,0,0,1,Orthodox,167.64,182.88,135,25,S-DEC
3502,Yan Xiaonan,-360,27.77777778,11/24/2018,"Beijing, China", China,1,Women's Strawweight,FEMALE,3,0,0,0,0,0,2,Orthodox,165.1,160.02,115,29,
3503,Kevin Holland,-590,16.94915254,11/24/2018,"Beijing, China", China,1,Middleweight,MALE,3,0,1,0,0,0,0,Orthodox,190.5,205.74,185,26,SUB
3504,Su Mudaerji,150,150,11/24/2018,"Beijing, China", China,0,Bantamweight,MALE,3,0,0,0,0,0,0,Southpaw,172.72,182.88,135,22,SUB
3505,Rafael Dos Anjos,270,270,11/30/2018,"Las Vegas, Nevada, USA", USA,0,Welterweight,MALE,5,0,8,4,3,0,17,Southpaw,172.72,177.8,170,34,U-DEC
3506,Juan Espino,-175,57.14285714,11/30/2018,"Las Vegas, Nevada, USA", USA,1,Heavyweight,MALE,4,0,0,0,0,0,0,Orthodox,193.04,208.28,250,38,SUB
3507,Pannie Kianzad,-115,86.95652174,11/30/2018,"Las Vegas, Nevada, USA", USA,0,Women's Featherweight,FEMALE,4,0,0,0,0,0,0,Orthodox,170.18,172.72,145,26,SUB
3508,Pedro Munhoz,-290,34.48275862,11/30/2018,"Las Vegas, Nevada, USA", USA,1,Bantamweight,MALE,3,0,4,1,3,0,6,Orthodox,167.64,165.1,135,32,KO/TKO
3509,Darren Stewart,100,100,11/30/2018,"Las Vegas, Nevada, USA", USA,0,Middleweight,MALE,3,0,4,2,0,0,2,Orthodox,182.88,187.96,185,27,S-DEC
3510,Ji Yeon Kim,235,235,11/30/2018,"Las Vegas, Nevada, USA", USA,0,Women's Flyweight,FEMALE,3,0,1,0,0,0,2,Orthodox,170.18,182.88,125,29,U-DEC
3511,Rick Glenn,-125,80,11/30/2018,"Las Vegas, Nevada, USA", USA,0,Featherweight,MALE,3,0,2,0,0,0,3,Southpaw,182.88,177.8,145,29,U-DEC
3512,Joseph Benavidez,100,100,11/30/2018,"Las Vegas, Nevada, USA", USA,1,Flyweight,MALE,3,0,3,3,1,0,12,Southpaw,162.56,165.1,125,34,KO/TKO
3513,Maurice Greene,-140,71.42857143,11/30/2018,"Las Vegas, Nevada, USA", USA,1,Heavyweight,MALE,3,0,0,0,0,0,0,Orthodox,200.66,208.28,258,32,SUB
3514,Julija Stoliarenko,170,170,11/30/2018,"Las Vegas, Nevada, USA", USA,0,Women's Featherweight,FEMALE,3,0,0,0,0,0,0,Orthodox,170.18,167.64,145,25,S-DEC
3515,Roosevelt Roberts,-340,29.41176471,11/30/2018,"Las Vegas, Nevada, USA", USA,1,Lightweight,MALE,3,0,0,0,0,0,0,Orthodox,187.96,185.42,155,24,SUB
3516,Tim Means,-340,29.41176471,11/30/2018,"Las Vegas, Nevada, USA", USA,1,Welterweight,MALE,3,0,8,4,1,0,9,Orthodox,187.96,190.5,170,34,KO/TKO
3517,Raoni Barcelos,-550,18.18181818,11/30/2018,"Las Vegas, Nevada, USA", USA,1,Bantamweight,MALE,3,0,0,1,0,0,1,Orthodox,170.18,170.18,135,31,SUB
3518,Junior Dos Santos,-160,62.5,12/1/2018,"Adelaide, South Australia, Australia", Australia,1,Heavyweight,MALE,5,0,4,8,0,0,13,Orthodox,193.04,195.58,238,34,KO/TKO
3519,Mauricio Rua,415,415,12/1/2018,"Adelaide, South Australia, Australia", Australia,1,Light Heavyweight,MALE,3,0,9,7,0,0,9,Orthodox,185.42,193.04,205,37,KO/TKO
