Match ID,Fighter_total,odds_total,ev_total,date_total,location_total,country_total,winner_total,weight_class_total,gender_total,no_of_rounds_total,total_draw,total_losses,total_win_by_KO/TKO,total_win_by_submission,total_win_by_TKO_Doctor_stoppage,total_wins,total_stance,total_height,total_reach,total_weight,total_age,finish
2313,Karolina Kowalkiewicz,-320,31.25,5/8/2016,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,1,Women's Strawweight,FEMALE,3,0,0,0,0,0,1,Orthodox,160.02,162.56,115,30,
2314,Rustam Khabilov,-165,60.60606061,5/8/2016,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,1,Lightweight,MALE,3,0,2,1,0,1,4,Orthodox,172.72,185.42,155,29,U-DEC
2315,Magnus Cedenblad,-250,40,5/8/2016,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,1,Middleweight,MALE,3,0,1,0,2,0,3,Orthodox,195.58,200.66,185,34,KO/TKO
2316,Jon Tuck,-110,90.90909091,5/8/2016,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,0,Lightweight,MALE,3,0,2,1,1,0,3,Orthodox,180.34,185.42,155,31,S-DEC
2317,Yan Cabral,-160,62.5,5/8/2016,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,0,Lightweight,MALE,3,0,2,0,1,0,2,Orthodox,180.34,185.42,155,32,KO/TKO
2318,Kyoji Horiguchi,-600,16.66666667,5/8/2016,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,1,Flyweight,MALE,3,0,1,2,0,0,5,Orthodox,165.1,167.64,125,25,U-DEC
2319,Leon Edwards,-270,37.03703704,5/8/2016,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,1,Welterweight,MALE,3,0,2,1,0,0,2,Southpaw,182.88,187.96,170,24,U-DEC
2320,Ulka Sasaki,-135,74.07407407,5/8/2016,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,1,Flyweight,MALE,3,0,2,0,1,0,1,Southpaw,177.8,180.34,125,26,
2321,Fabricio Werdum,-185,54.05405405,5/14/2016,"Curitiba, Parana, Brazil", Brazil,0,Heavyweight,MALE,5,0,2,4,2,0,8,Orthodox,193.04,195.58,231,38,KO/TKO
2322,Jacare Souza,-280,35.71428571,5/14/2016,"Curitiba, Parana, Brazil", Brazil,1,Middleweight,MALE,3,0,1,1,3,0,5,Orthodox,185.42,182.88,185,36,KO/TKO
2323,Cris Cyborg,-1500,6.666666667,5/14/2016,"Curitiba, Parana, Brazil", Brazil,1,Catch Weight,MALE,3,0,0,0,0,0,0,Orthodox,172.72,172.72,145,30,
2324,Mauricio Rua,140,140,5/14/2016,"Curitiba, Parana, Brazil", Brazil,1,Light Heavyweight,MALE,3,0,8,6,0,0,7,Orthodox,185.42,193.04,205,34,S-DEC
2325,Warlley Alves,-600,16.66666667,5/14/2016,"Curitiba, Parana, Brazil", Brazil,0,Welterweight,MALE,3,0,0,0,3,0,4,Orthodox,180.34,182.88,170,25,U-DEC
2326,Demian Maia,-350,28.57142857,5/14/2016,"Curitiba, Parana, Brazil", Brazil,1,Welterweight,MALE,3,0,6,1,7,0,16,Southpaw,185.42,182.88,170,38,SUB
2327,Thiago Santos,-360,27.77777778,5/14/2016,"Curitiba, Parana, Brazil", Brazil,1,Middleweight,MALE,3,0,2,3,0,0,4,Orthodox,187.96,193.04,205,32,KO/TKO
2328,Francisco Trinaldo,-275,36.36363636,5/14/2016,"Curitiba, Parana, Brazil", Brazil,1,Lightweight,MALE,3,0,3,2,2,0,9,Southpaw,175.26,177.8,155,37,U-DEC
2329,John Lineker,-145,68.96551724,5/14/2016,"Curitiba, Parana, Brazil", Brazil,1,Bantamweight,MALE,3,0,2,4,1,0,7,Orthodox,160.02,170.18,135,25,U-DEC
2330,Rogerio Nogueira,195,195,5/14/2016,"Curitiba, Parana, Brazil", Brazil,1,Light Heavyweight,MALE,3,0,4,2,0,0,4,Southpaw,187.96,190.5,205,39,KO/TKO
2331,Renato Moicano,100,100,5/14/2016,"Curitiba, Parana, Brazil", Brazil,1,Featherweight,MALE,3,0,0,0,1,0,1,Orthodox,180.34,182.88,145,26,S-DEC
2332,Thomas Almeida,-200,50,5/29/2016,"Las Vegas, Nevada, USA", USA,0,Bantamweight,MALE,5,0,0,3,0,0,4,Southpaw,170.18,177.8,135,24,KO/TKO
2333,Renan Barao,-150,66.66666667,5/29/2016,"Las Vegas, Nevada, USA", USA,0,Featherweight,MALE,3,0,2,2,3,0,8,Orthodox,167.64,177.8,135,29,U-DEC
2334,Tarec Saffiedine,115,115,5/29/2016,"Las Vegas, Nevada, USA", USA,0,Welterweight,MALE,3,0,1,0,0,0,2,Switch,177.8,177.8,170,29,U-DEC
2335,Chris Camozzi,125,125,5/29/2016,"Las Vegas, Nevada, USA", USA,1,Middleweight,MALE,3,0,7,1,1,1,8,Orthodox,187.96,193.04,185,29,U-DEC
2336,Jorge Masvidal,-115,86.95652174,5/29/2016,"Las Vegas, Nevada, USA", USA,0,Welterweight,MALE,3,0,3,1,1,0,6,Orthodox,180.34,187.96,170,31,S-DEC
2337,Joshua Burkman,245,245,5/29/2016,"Las Vegas, Nevada, USA", USA,0,Lightweight,MALE,3,0,8,1,1,0,6,Orthodox,177.8,182.88,170,36,U-DEC
2338,Sara McMann,-125,80,5/29/2016,"Las Vegas, Nevada, USA", USA,1,Women's Bantamweight,FEMALE,3,0,3,1,0,0,2,Orthodox,167.64,167.64,135,35,U-DEC
2339,Abel Trujillo,-320,31.25,5/29/2016,"Las Vegas, Nevada, USA", USA,1,Lightweight,MALE,3,0,3,3,1,0,5,Orthodox,172.72,177.8,155,32,U-DEC
2340,Jake Collier,110,110,5/29/2016,"Las Vegas, Nevada, USA", USA,1,Middleweight,MALE,3,0,2,0,0,0,1,Orthodox,190.5,198.12,205,27,KO/TKO
2341,Erik Koch,120,120,5/29/2016,"Las Vegas, Nevada, USA", USA,1,Lightweight,MALE,3,0,3,2,0,0,3,Southpaw,177.8,180.34,155,27,SUB
2342,Aljamain Sterling,-310,32.25806452,5/29/2016,"Las Vegas, Nevada, USA", USA,0,Bantamweight,MALE,3,0,0,1,2,0,4,Orthodox,170.18,180.34,135,26,S-DEC
2343,Chris de la Rocha,245,245,5/29/2016,"Las Vegas, Nevada, USA", USA,0,Heavyweight,MALE,3,0,1,0,0,0,0,Orthodox,190.5,203.2,250,37,KO/TKO
2344,Luke Rockhold,-750,13.33333333,6/4/2016,"Los Angeles, California, USA", USA,0,Middleweight,MALE,5,0,1,2,3,0,5,Southpaw,190.5,195.58,185,31,KO/TKO
2345,Dominick Cruz,-380,26.31578947,6/4/2016,"Los Angeles, California, USA", USA,1,Bantamweight,MALE,5,0,0,1,0,0,4,Orthodox,172.72,172.72,135,31,U-DEC
2346,Max Holloway,-270,37.03703704,6/4/2016,"Los Angeles, California, USA", USA,1,Featherweight,MALE,3,0,3,5,2,0,11,Orthodox,180.34,175.26,155,24,U-DEC
2347,Dan Henderson,265,265,6/4/2016,"Los Angeles, California, USA", USA,1,Middleweight,MALE,3,0,8,3,0,0,8,Orthodox,180.34,187.96,185,45,KO/TKO
2348,Dustin Poirier,-185,54.05405405,6/4/2016,"Los Angeles, California, USA", USA,1,Lightweight,MALE,3,0,3,4,3,0,11,Southpaw,175.26,182.88,155,27,KO/TKO
2349,Brian Ortega,-235,42.55319149,6/4/2016,"Los Angeles, California, USA", USA,1,Featherweight,MALE,3,0,1,1,1,0,2,Switch,172.72,175.26,145,25,KO/TKO
2350,Beneil Dariush,-140,71.42857143,6/4/2016,"Los Angeles, California, USA", USA,1,Lightweight,MALE,3,0,2,0,3,0,6,Southpaw,177.8,182.88,155,27,KO/TKO
2351,Jessica Penne,110,110,6/4/2016,"Los Angeles, California, USA", USA,0,Women's Strawweight,FEMALE,3,0,1,0,0,0,1,Orthodox,165.1,170.18,115,33,KO/TKO
2352,Cole Miller,-165,60.60606061,6/4/2016,"Los Angeles, California, USA", USA,0,Featherweight,MALE,3,0,8,1,7,0,10,Orthodox,185.42,187.96,145,32,U-DEC
2353,Sean Strickland,-110,90.90909091,6/4/2016,"Los Angeles, California, USA", USA,1,Welterweight,MALE,3,0,1,1,1,0,4,Orthodox,185.42,193.04,170,25,S-DEC
2354,Jonathan Wilson,-165,60.60606061,6/4/2016,"Los Angeles, California, USA", USA,0,Light Heavyweight,MALE,3,0,0,1,0,0,1,Southpaw,187.96,190.5,205,28,KO/TKO
2355,Polo Reyes,-115,86.95652174,6/4/2016,"Los Angeles, California, USA", USA,1,Lightweight,MALE,3,0,0,1,0,0,1,Orthodox,180.34,180.34,155,31,
2356,Rory MacDonald,-105,95.23809524,6/18/2016,"Ottawa, Ontario, Canada", Canada,0,Welterweight,MALE,5,0,3,3,1,0,9,Orthodox,182.88,193.04,170,26,U-DEC
2357,Donald Cerrone,-170,58.82352941,6/18/2016,"Ottawa, Ontario, Canada", Canada,1,Welterweight,MALE,3,0,4,5,5,0,16,Orthodox,185.42,185.42,155,33,KO/TKO
2358,Steve Bosse,-135,74.07407407,6/18/2016,"Ottawa, Ontario, Canada", Canada,1,Light Heavyweight,MALE,3,0,1,1,0,0,1,Orthodox,180.34,182.88,205,34,U-DEC
2359,Olivier Aubin-Mercier,-470,21.27659574,6/18/2016,"Ottawa, Ontario, Canada", Canada,1,Lightweight,MALE,3,0,2,0,2,0,3,Southpaw,175.26,177.8,155,27,SUB
2360,Valerie Letourneau,-150,66.66666667,6/18/2016,"Ottawa, Ontario, Canada", Canada,0,Women's Flyweight,FEMALE,3,0,1,0,0,0,3,Orthodox,170.18,172.72,115,33,KO/TKO
2361,Jason Saggo,-115,86.95652174,6/18/2016,"Ottawa, Ontario, Canada", Canada,1,Lightweight,MALE,3,0,1,2,0,0,2,Orthodox,180.34,180.34,155,30,S-DEC
2362,Misha Cirkunov,-220,45.45454545,6/18/2016,"Ottawa, Ontario, Canada", Canada,1,Light Heavyweight,MALE,3,0,0,1,1,0,2,Orthodox,190.5,195.58,205,29,SUB
2363,Tamdan McCrory,-170,58.82352941,6/18/2016,"Ottawa, Ontario, Canada", Canada,0,Middleweight,MALE,3,0,3,1,2,0,4,Switch,193.04,198.12,185,29,KO/TKO
2364,Chris Beal,105,105,6/18/2016,"Ottawa, Ontario, Canada", Canada,0,Bantamweight,MALE,3,0,2,1,0,0,2,Orthodox,170.18,175.26,125,30,SUB
2365,Elias Theodorou,-235,42.55319149,6/18/2016,"Ottawa, Ontario, Canada", Canada,1,Middleweight,MALE,3,0,1,2,0,0,3,Orthodox,185.42,190.5,185,28,U-DEC
2366,Randa Markos,-115,86.95652174,6/18/2016,"Ottawa, Ontario, Canada", Canada,1,Women's Strawweight,FEMALE,3,0,2,0,0,0,1,Orthodox,162.56,160.02,115,30,U-DEC
2367,Colby Covington,-235,42.55319149,6/18/2016,"Ottawa, Ontario, Canada", Canada,1,Welterweight,MALE,3,0,1,1,1,0,3,Orthodox,180.34,182.88,170,28,SUB
2368,Ali Bagautinov,-260,38.46153846,6/18/2016,"Ottawa, Ontario, Canada", Canada,1,Flyweight,MALE,3,0,2,1,0,0,3,Orthodox,162.56,165.1,125,31,U-DEC
2369,Rafael Dos Anjos,-290,34.48275862,7/7/2016,"Las Vegas, Nevada, USA", USA,0,Lightweight,MALE,5,0,5,4,2,0,14,Southpaw,172.72,177.8,170,31,KO/TKO
2370,Roy Nelson,-130,76.92307692,7/7/2016,"Las Vegas, Nevada, USA", USA,0,Heavyweight,MALE,3,0,8,7,0,0,8,Orthodox,182.88,182.88,263,40,S-DEC
2371,Alan Jouban,-145,68.96551724,7/7/2016,"Las Vegas, Nevada, USA", USA,1,Welterweight,MALE,3,0,2,3,0,0,4,Southpaw,182.88,185.42,170,34,U-DEC
2372,Joe Duffy,-440,22.72727273,7/7/2016,"Las Vegas, Nevada, USA", USA,1,Lightweight,MALE,3,0,1,1,1,0,2,Orthodox,177.8,185.42,155,28,SUB
2373,Mike Pyle,-125,80,7/7/2016,"Las Vegas, Nevada, USA", USA,0,Welterweight,MALE,3,0,6,5,2,0,10,Orthodox,182.88,187.96,170,40,KO/TKO
2374,John Makdessi,-130,76.92307692,7/7/2016,"Las Vegas, Nevada, USA", USA,1,Lightweight,MALE,3,0,5,3,0,0,6,Orthodox,172.72,172.72,155,31,S-DEC
2375,Anthony Birchak,-250,40,7/7/2016,"Las Vegas, Nevada, USA", USA,1,Bantamweight,MALE,3,0,2,1,0,0,1,Orthodox,172.72,175.26,135,30,S-DEC
2376,Russell Doane,200,200,7/7/2016,"Las Vegas, Nevada, USA", USA,0,Bantamweight,MALE,3,0,2,0,1,0,2,Orthodox,170.18,177.8,135,29,SUB
2377,Felipe Arantes,-155,64.51612903,7/7/2016,"Las Vegas, Nevada, USA", USA,1,Bantamweight,MALE,3,0,4,1,1,0,4,Orthodox,172.72,185.42,135,28,SUB
2378,Gilbert Burns,-265,37.73584906,7/7/2016,"Las Vegas, Nevada, USA", USA,1,Lightweight,MALE,3,0,1,0,2,0,3,Orthodox,177.8,180.34,155,29,SUB
2379,Marco Beltran,105,105,7/7/2016,"Las Vegas, Nevada, USA", USA,1,Bantamweight,MALE,3,0,0,0,0,0,2,Orthodox,172.72,175.26,125,30,SUB
2380,Vicente Luque,-375,26.66666667,7/7/2016,"Las Vegas, Nevada, USA", USA,1,Welterweight,MALE,3,0,1,0,1,0,1,Orthodox,180.34,190.5,170,24,
2381,Joanna Jedrzejczyk,-130,76.92307692,7/8/2016,"Las Vegas, Nevada, USA", USA,1,Women's Strawweight,FEMALE,5,0,0,2,0,0,5,Orthodox,167.64,165.1,125,28,U-DEC
2382,Andrew Sanchez,-160,62.5,7/8/2016,"Las Vegas, Nevada, USA", USA,1,Light Heavyweight,MALE,4,0,0,0,0,0,0,Orthodox,185.42,187.96,185,28,U-DEC
2383,Tatiana Suarez,-370,27.02702703,7/8/2016,"Las Vegas, Nevada, USA", USA,1,Women's Strawweight,FEMALE,4,0,0,0,0,0,0,Southpaw,165.1,167.64,115,25,SUB
2384,Ross Pearson,305,305,7/8/2016,"Las Vegas, Nevada, USA", USA,0,Lightweight,MALE,3,0,8,4,0,1,11,Orthodox,172.72,175.26,155,31,U-DEC
2385,Dooho Choi,-220,45.45454545,7/8/2016,"Las Vegas, Nevada, USA", USA,1,Featherweight,MALE,3,0,0,2,0,0,2,Orthodox,177.8,177.8,145,25,KO/TKO
2386,Joaquim Silva,115,115,7/8/2016,"Las Vegas, Nevada, USA", USA,1,Lightweight,MALE,3,0,0,0,0,0,1,Orthodox,172.72,175.26,155,27,KO/TKO
2387,Gray Maynard,-165,60.60606061,7/8/2016,"Las Vegas, Nevada, USA", USA,1,Featherweight,MALE,3,0,7,1,0,0,9,Orthodox,175.26,177.8,155,37,U-DEC
2388,John Moraga,-140,71.42857143,7/8/2016,"Las Vegas, Nevada, USA", USA,0,Flyweight,MALE,3,0,3,1,3,0,5,Orthodox,167.64,167.64,125,32,
2389,Cory Hendricks,-145,68.96551724,7/8/2016,"Las Vegas, Nevada, USA", USA,0,Light Heavyweight,MALE,3,0,0,0,0,0,0,Orthodox,190.5,196,205,28,M-DEC
2390,Cezar Ferreira,-115,86.95652174,7/8/2016,"Las Vegas, Nevada, USA", USA,1,Middleweight,MALE,3,0,3,0,1,0,5,Southpaw,185.42,198.12,185,31,U-DEC
2391,Jake Matthews,-160,62.5,7/8/2016,"Las Vegas, Nevada, USA", USA,0,Lightweight,MALE,3,0,1,0,3,1,4,Orthodox,180.34,185.42,170,21,KO/TKO
2392,Li Jingliang,-310,32.25806452,7/8/2016,"Las Vegas, Nevada, USA", USA,1,Welterweight,MALE,3,0,2,1,0,0,2,Orthodox,182.88,180.34,170,28,
2393,Miesha Tate,265,265,7/9/2016,"Las Vegas, Nevada, USA", USA,0,Women's Bantamweight,FEMALE,5,0,2,0,1,0,5,Orthodox,167.64,165.1,135,29,SUB
2394,Daniel Cormier,-430,23.25581395,7/9/2016,"Las Vegas, Nevada, USA", USA,1,Light Heavyweight,MALE,3,0,1,1,2,0,6,Orthodox,180.34,182.88,235,37,U-DEC
2395,Jose Aldo,120,120,7/9/2016,"Las Vegas, Nevada, USA", USA,1,Featherweight,MALE,5,0,1,2,0,0,7,Orthodox,170.18,177.8,145,29,U-DEC
2396,Cain Velasquez,-355,28.16901408,7/9/2016,"Las Vegas, Nevada, USA", USA,1,Heavyweight,MALE,3,0,2,9,0,0,11,Orthodox,185.42,195.58,240,33,KO/TKO
2397,Cat Zingano,-175,57.14285714,7/9/2016,"Las Vegas, Nevada, USA", USA,0,Women's Bantamweight,FEMALE,3,0,1,2,0,0,2,Southpaw,167.64,172.72,145,34,U-DEC
2398,Johny Hendricks,-105,95.23809524,7/9/2016,"Las Vegas, Nevada, USA", USA,0,Welterweight,MALE,3,0,4,5,0,0,12,Southpaw,175.26,175.26,185,32,U-DEC
2399,TJ Dillashaw,-420,23.80952381,7/9/2016,"Las Vegas, Nevada, USA", USA,1,Bantamweight,MALE,3,0,3,5,1,0,8,Orthodox,167.64,170.18,125,30,U-DEC
2400,Sage Northcutt,-490,20.40816327,7/9/2016,"Las Vegas, Nevada, USA", USA,1,Lightweight,MALE,3,0,1,1,1,0,2,Orthodox,182.88,180.34,170,20,U-DEC
2401,Diego Sanchez,-125,80,7/9/2016,"Las Vegas, Nevada, USA", USA,0,Lightweight,MALE,3,0,8,5,0,0,15,Southpaw,177.8,182.88,170,34,KO/TKO
2402,Gegard Mousasi,-290,34.48275862,7/9/2016,"Las Vegas, Nevada, USA", USA,1,Middleweight,MALE,3,0,3,1,1,0,5,Orthodox,187.96,193.04,185,30,KO/TKO
2403,Jim Miller,-290,34.48275862,7/9/2016,"Las Vegas, Nevada, USA", USA,1,Lightweight,MALE,3,0,8,2,6,0,14,Southpaw,172.72,180.34,155,32,KO/TKO
2404,Michael McDonald,-115,86.95652174,7/13/2016,"Sioux Falls, South Dakota, USA", USA,0,Bantamweight,MALE,5,0,2,2,2,0,6,Orthodox,175.26,177.8,135,25,KO/TKO
2405,Tony Ferguson,-800,12.5,7/13/2016,"Sioux Falls, South Dakota, USA", USA,1,Lightweight,MALE,3,0,1,2,4,1,10,Orthodox,180.34,193.04,155,32,SUB
2406,Tim Boetsch,205,205,7/13/2016,"Sioux Falls, South Dakota, USA", USA,1,Middleweight,MALE,3,0,9,4,0,0,9,Orthodox,182.88,187.96,185,35,KO/TKO
2407,Aleksei Oleinik,-185,54.05405405,7/13/2016,"Sioux Falls, South Dakota, USA", USA,0,Heavyweight,MALE,3,0,0,1,1,0,2,Orthodox,187.96,203.2,240,39,M-DEC
2408,Kyle Noke,-155,64.51612903,7/13/2016,"Sioux Falls, South Dakota, USA", USA,0,Welterweight,MALE,3,0,4,3,2,0,6,Southpaw,185.42,193.04,170,36,SUB
2409,Louis Smolka,105,105,7/13/2016,"Sioux Falls, South Dakota, USA", USA,1,Flyweight,MALE,3,0,1,1,1,0,4,Orthodox,175.26,172.72,135,24,KO/TKO
2410,Lauren Murphy,-170,58.82352941,7/13/2016,"Sioux Falls, South Dakota, USA", USA,0,Women's Bantamweight,FEMALE,3,0,2,1,0,0,1,Orthodox,170.18,170.18,125,32,U-DEC
2411,Eric Spicely,235,235,7/13/2016,"Sioux Falls, South Dakota, USA", USA,0,Middleweight,MALE,3,0,0,0,0,0,0,Orthodox,185.42,185.42,185,29,SUB
2412,Cortney Casey,140,140,7/13/2016,"Sioux Falls, South Dakota, USA", USA,1,Women's Strawweight,FEMALE,3,0,2,0,0,0,0,Orthodox,170.18,170.18,115,29,KO/TKO
2413,Scott Holtzman,-260,38.46153846,7/13/2016,"Sioux Falls, South Dakota, USA", USA,1,Lightweight,MALE,3,0,1,0,1,0,1,Orthodox,175.26,175.26,155,32,U-DEC
2414,Rani Yahya,150,150,7/13/2016,"Sioux Falls, South Dakota, USA", USA,1,Bantamweight,MALE,3,0,3,0,2,0,6,Orthodox,167.64,170.18,135,31,SUB
2415,Devin Clark,-220,45.45454545,7/13/2016,"Sioux Falls, South Dakota, USA", USA,0,Middleweight,MALE,3,0,0,0,0,0,0,Orthodox,182.88,190.5,205,26,KO/TKO
2416,Holly Holm,-190,52.63157895,7/23/2016,"Chicago, Illinois, USA", USA,0,Women's Bantamweight,FEMALE,5,0,1,1,0,0,3,Southpaw,172.72,175.26,145,34,U-DEC
2417,Edson Barboza,-255,39.21568627,7/23/2016,"Chicago, Illinois, USA", USA,1,Lightweight,MALE,3,0,4,5,0,0,11,Orthodox,180.34,190.5,155,30,U-DEC
2418,Francis Ngannou,-600,16.66666667,7/23/2016,"Chicago, Illinois, USA", USA,1,Heavyweight,MALE,3,0,0,1,0,1,2,Orthodox,193.04,210.82,250,29,KO/TKO
2419,Felice Herrig,125,125,7/23/2016,"Chicago, Illinois, USA", USA,1,Women's Strawweight,FEMALE,3,0,1,0,1,0,1,Orthodox,162.56,165.1,115,31,SUB
2420,Frankie Saenz,-155,64.51612903,7/23/2016,"Chicago, Illinois, USA", USA,0,Bantamweight,MALE,3,0,1,0,0,0,3,Orthodox,167.64,167.64,135,35,KO/TKO
2421,Darren Elkins,-240,41.66666667,7/23/2016,"Chicago, Illinois, USA", USA,1,Featherweight,MALE,3,0,4,2,0,0,10,Orthodox,177.8,180.34,145,32,U-DEC
2422,Kamaru Usman,-250,40,7/23/2016,"Chicago, Illinois, USA", USA,1,Welterweight,MALE,3,0,0,0,1,0,2,Switch,182.88,193.04,170,29,U-DEC
2423,Michel Prazeres,-220,45.45454545,7/23/2016,"Chicago, Illinois, USA", USA,1,Lightweight,MALE,3,0,2,0,0,0,3,Orthodox,167.64,170.18,170,34,U-DEC
2424,Alex Oliveira,-220,45.45454545,7/23/2016,"Chicago, Illinois, USA", USA,1,Welterweight,MALE,3,0,2,1,1,0,3,Orthodox,180.34,193.04,170,28,U-DEC
2425,Jim Alers,-120,83.33333333,7/23/2016,"Chicago, Illinois, USA", USA,0,Featherweight,MALE,3,0,2,0,0,0,1,Orthodox,175.26,180.34,145,29,S-DEC
2426,Luis Henrique,105,105,7/23/2016,"Chicago, Illinois, USA", USA,1,Heavyweight,MALE,3,0,1,0,0,0,0,Orthodox,187.96,187.96,243,22,SUB
2427,Robbie Lawler,-120,83.33333333,7/30/2016,"Atlanta, Georgia, USA", USA,0,Welterweight,MALE,5,0,4,6,0,0,12,Southpaw,180.34,187.96,170,34,KO/TKO
2428,Rose Namajunas,-190,52.63157895,7/30/2016,"Atlanta, Georgia, USA", USA,0,Women's Strawweight,FEMALE,3,0,1,0,2,0,3,Orthodox,165.1,165.1,115,24,S-DEC
2429,Matt Brown,-310,32.25806452,7/30/2016,"Atlanta, Georgia, USA", USA,0,Welterweight,MALE,3,0,8,9,2,0,13,Orthodox,182.88,190.5,170,35,KO/TKO
2430,Francisco Rivera,130,130,7/30/2016,"Atlanta, Georgia, USA", USA,0,Bantamweight,MALE,3,0,6,3,0,0,4,Orthodox,172.72,172.72,135,34,U-DEC
2431,Ryan Benoit,-105,95.23809524,7/30/2016,"Atlanta, Georgia, USA", USA,1,Flyweight,MALE,3,0,2,1,0,0,1,Orthodox,165.1,172.72,125,26,S-DEC
2432,Nikita Krylov,-240,41.66666667,7/30/2016,"Atlanta, Georgia, USA", USA,1,Light Heavyweight,MALE,3,0,2,2,3,0,5,Orthodox,190.5,195.58,205,24,KO/TKO
2433,Ross Pearson,225,225,7/30/2016,"Atlanta, Georgia, USA", USA,0,Welterweight,MALE,3,0,9,4,0,1,11,Orthodox,172.72,175.26,155,31,U-DEC
2434,Anthony Hamilton,-135,74.07407407,7/30/2016,"Atlanta, Georgia, USA", USA,1,Heavyweight,MALE,3,0,3,1,0,0,2,Orthodox,195.58,193.04,260,36,KO/TKO
2435,Wilson Reis,-360,27.77777778,7/30/2016,"Atlanta, Georgia, USA", USA,1,Flyweight,MALE,3,0,2,0,1,0,4,Southpaw,162.56,165.1,125,31,SUB
2436,Cesar Arzamendia,-105,95.23809524,7/30/2016,"Atlanta, Georgia, USA", USA,0,Lightweight,MALE,3,0,1,0,0,0,0,Orthodox,180.34,180.34,155,25,KO/TKO
2437,Yair Rodriguez,-335,29.85074627,8/6/2016,"Salt Lake City, Utah, USA", USA,1,Featherweight,MALE,5,0,0,1,0,0,4,Orthodox,180.34,180.34,145,23,S-DEC
2438,Dennis Bermudez,-300,33.33333333,8/6/2016,"Salt Lake City, Utah, USA", USA,1,Featherweight,MALE,3,0,3,1,2,0,8,Orthodox,167.64,167.64,155,29,U-DEC
2439,Thales Leites,-175,57.14285714,8/6/2016,"Salt Lake City, Utah, USA", USA,1,Middleweight,MALE,3,0,5,2,4,0,10,Orthodox,185.42,198.12,185,34,SUB
2440,Santiago Ponzinibbio,-110,90.90909091,8/6/2016,"Salt Lake City, Utah, USA", USA,1,Welterweight,MALE,3,0,2,3,0,0,4,Orthodox,182.88,185.42,170,29,U-DEC
2441,Trevor Smith,110,110,8/6/2016,"Salt Lake City, Utah, USA", USA,1,Middleweight,MALE,3,0,3,0,0,0,3,Orthodox,190.5,190.5,185,35,
2442,Maryna Moroz,-275,36.36363636,8/6/2016,"Salt Lake City, Utah, USA", USA,1,Women's Strawweight,FEMALE,3,0,1,0,1,0,2,Orthodox,170.18,170.18,125,24,S-DEC
2443,Court McGee,-150,66.66666667,8/6/2016,"Salt Lake City, Utah, USA", USA,1,Welterweight,MALE,3,0,4,0,2,0,6,Orthodox,180.34,190.5,170,31,U-DEC
2444,Viktor Pesta,-110,90.90909091,8/6/2016,"Salt Lake City, Utah, USA", USA,0,Heavyweight,MALE,3,0,2,0,0,0,1,Orthodox,190.5,195.58,240,26,KO/TKO
2445,David Teymur,-140,71.42857143,8/6/2016,"Salt Lake City, Utah, USA", USA,1,Lightweight,MALE,3,0,0,1,0,0,1,Southpaw,175.26,185.42,155,27,KO/TKO
2446,Teruto Ishihara,-230,43.47826087,8/6/2016,"Salt Lake City, Utah, USA", USA,1,Featherweight,MALE,3,0,1,1,0,0,1,Southpaw,170.18,175.26,135,25,KO/TKO
2447,Cub Swanson,-330,30.3030303,8/6/2016,"Salt Lake City, Utah, USA", USA,1,Featherweight,MALE,3,0,3,4,0,0,7,Orthodox,172.72,177.8,145,32,U-DEC
2448,Chase Sherman,100,100,8/6/2016,"Salt Lake City, Utah, USA", USA,0,Heavyweight,MALE,3,0,0,0,0,0,0,Orthodox,193.04,198.12,250,26,U-DEC
2449,Nate Diaz,115,115,8/20/2016,"Las Vegas, Nevada, USA", USA,0,Welterweight,MALE,5,0,8,2,9,0,14,Southpaw,182.88,193.04,170,31,M-DEC
2450,Anthony Johnson,-240,41.66666667,8/20/2016,"Las Vegas, Nevada, USA", USA,1,Light Heavyweight,MALE,3,0,5,10,0,0,12,Orthodox,187.96,198.12,205,32,KO/TKO
2451,Rick Story,120,120,8/20/2016,"Las Vegas, Nevada, USA", USA,0,Welterweight,MALE,3,0,6,2,2,0,12,Southpaw,175.26,180.34,170,31,KO/TKO
2452,Hyun Gyu Lim,-275,36.36363636,8/20/2016,"Las Vegas, Nevada, USA", USA,0,Welterweight,MALE,3,0,2,3,0,0,3,Orthodox,190.5,195.58,170,31,KO/TKO
2453,Tim Means,-420,23.80952381,8/20/2016,"Las Vegas, Nevada, USA", USA,1,Welterweight,MALE,3,0,4,3,1,0,7,Orthodox,187.96,190.5,170,32,KO/TKO
2454,Cody Garbrandt,-525,19.04761905,8/20/2016,"Las Vegas, Nevada, USA", USA,1,Bantamweight,MALE,3,0,0,3,0,0,4,Orthodox,172.72,165.1,135,25,KO/TKO
2455,Raquel Pennington,-320,31.25,8/20/2016,"Las Vegas, Nevada, USA", USA,1,Women's Bantamweight,FEMALE,3,0,2,0,2,0,4,Orthodox,170.18,170.18,135,27,U-DEC
